"Team_name","Team_PTS","Team_FGM","Team_FGA","Team_ThreePM","Team_ThreePA","Team_FTM","Team_FTA","Team_OR","Team_DR","Team_REB","Team_AST","Team_STL","Team_BLK","Team_TO","Team_PF","Team_FG_percent","Team_ThreeP_percent","Team_FT_percent"
"Alabama Crimson Tide","90.1","30.7","64.5","11.2","29.9","17.6","22.8","12.8","26.9","39.6","15.9","6.9","4.4","11.8","19.9","47.6","37.3","77.2"
"Kentucky Wildcats","89.0","32.0","64.6","9.9","24.2","15.2","19.7","10.1","27.6","37.6","17.5","7.5","6.3","10.7","17.5","49.5","40.9","77.2"
"Arizona Wildcats","87.1","31.2","64.5","7.9","21.6","16.8","23.4","13.1","29.5","42.6","18.5","8.3","3.7","11.9","16.4","48.4","36.6","71.7"
"Wright State Raiders","86.5","32.3","60.9","6.8","17.8","15.1","19.9","9.0","25.6","34.6","16.5","6.3","2.8","11.8","15.6","53.0","38.3","75.7"
"Samford Bulldogs","86.1","30.1","61.5","10.0","25.4","15.8","21.9","10.6","25.2","35.8","17.7","9.9","3.7","13.0","19.1","49.0","39.5","72.3"
"Florida Gators","85.6","29.9","65.3","7.8","22.6","17.9","25.1","14.6","27.6","42.3","15.2","6.7","5.3","11.7","18.5","45.8","34.5","71.5"
"Indiana State Sycamores","84.8","29.3","57.9","10.9","28.7","15.4","19.3","7.2","28.3","35.5","17.9","6.1","1.8","11.6","16.4","50.5","38.2","79.6"
"Gonzaga Bulldogs","84.5","32.0","61.8","6.9","19.3","13.6","18.9","10.8","27.9","38.7","16.7","6.7","3.9","9.8","15.6","51.8","36.1","72.1"
"High Point Panthers","83.9","27.8","60.1","8.3","24.4","20.1","25.8","13.1","26.6","39.7","11.9","5.1","3.3","11.1","18.1","46.2","34.1","77.8"
"Illinois Fighting Illini","83.4","29.1","62.0","8.3","23.9","16.9","23.0","12.8","28.1","40.9","13.3","4.4","3.8","10.6","15.2","46.9","34.9","73.6"
"James Madison Dukes","83.2","29.8","62.6","8.5","23.7","15.1","21.4","11.4","27.1","38.5","16.0","9.0","3.1","10.9","17.3","47.6","36.0","70.3"
"Iowa Hawkeyes","83.1","30.1","63.4","6.6","18.9","16.2","20.9","9.8","25.8","35.6","17.8","6.8","3.9","9.6","17.0","47.6","35.1","77.4"
"Auburn Tigers","83.1","28.9","60.6","8.0","22.7","17.4","23.2","11.2","26.6","37.8","17.8","7.4","6.1","10.7","19.4","47.6","35.2","75.0"
"Kennesaw State Owls","82.8","29.3","65.6","9.4","28.6","14.8","22.0","12.2","26.5","38.8","14.8","7.4","4.1","12.1","20.2","44.6","32.9","67.4"
"Purdue Boilermakers","82.3","28.4","58.3","8.2","20.2","17.3","24.1","12.2","28.2","40.4","18.5","5.4","3.6","11.3","13.7","48.8","40.4","72.0"
"Cornell Big Red","82.1","29.8","61.2","10.3","29.7","12.1","16.7","9.6","25.9","35.4","18.1","8.3","2.6","12.2","18.3","48.7","34.8","72.3"
"Lipscomb Bisons","82.1","30.0","60.8","9.3","24.4","12.8","16.7","7.6","25.6","33.3","14.5","6.1","3.4","10.0","12.9","49.3","38.0","76.7"
"Florida Atlantic Owls","82.0","29.2","61.0","8.4","23.8","15.3","21.3","11.6","26.4","38.1","14.9","7.2","3.1","11.4","16.1","47.8","35.1","72.0"
"North Carolina Tar Heels","81.9","28.3","62.8","8.1","22.7","17.3","22.8","12.2","28.9","41.1","14.5","5.8","4.1","10.1","16.5","45.0","35.9","75.9"
"Tulane Green Wave","81.9","27.6","58.0","7.5","21.1","19.2","26.2","7.0","26.2","33.2","14.2","7.8","4.4","11.2","17.1","47.6","35.7","73.2"
"UT Martin Skyhawks","81.5","28.4","63.9","8.7","24.3","16.1","20.8","10.2","31.1","41.2","13.0","6.2","2.8","11.4","14.2","44.4","35.8","77.1"
"BYU Cougars","81.4","29.2","63.4","11.1","32.0","11.9","16.1","11.9","27.6","39.5","18.5","5.9","3.0","10.7","17.8","46.0","34.8","74.2"
"UConn Huskies","81.4","29.4","59.2","8.5","23.8","14.1","18.9","11.7","27.1","38.8","18.7","6.2","5.4","9.6","16.3","49.7","35.8","74.3"
"Youngstown State Penguins","81.2","29.1","64.5","8.8","27.3","14.2","18.4","12.8","27.2","40.0","15.3","6.2","4.9","11.0","16.3","45.1","32.3","77.1"
"Denver Pioneers","81.0","27.8","61.9","8.6","24.9","16.7","22.9","10.1","25.2","35.3","13.1","6.2","3.9","10.0","16.9","45.0","34.8","73.0"
"Charleston Cougars","80.9","28.7","65.1","10.5","30.6","12.9","17.9","13.1","26.7","39.8","15.3","6.3","3.1","9.9","15.9","44.2","34.3","72.2"
"Eastern Washington Eagles","80.8","27.9","55.7","8.5","23.4","16.4","21.3","8.1","25.8","33.8","17.6","6.0","3.6","13.2","18.2","50.1","36.4","77.1"
"Eastern Kentucky Colonels","80.8","29.6","64.3","7.8","21.9","13.8","20.3","13.3","26.9","40.2","14.6","6.3","6.1","11.5","16.2","46.0","35.8","68.0"
"New Mexico Lobos","80.7","29.5","65.2","6.5","19.9","15.2","21.3","13.0","26.7","39.7","14.4","8.7","5.0","10.0","17.7","45.2","32.7","71.3"
"Washington Huskies","80.6","29.1","61.9","8.1","22.8","14.3","19.9","9.4","26.6","36.0","15.1","5.8","3.7","11.7","18.3","47.0","35.4","72.2"
"Memphis Tigers","80.5","28.0","61.0","8.3","23.7","16.1","22.2","12.0","25.1","37.0","13.7","8.6","4.5","13.1","17.2","46.0","35.0","72.5"
"Creighton Bluejays","80.4","29.0","60.0","10.7","29.1","11.7","14.8","8.4","29.7","38.1","16.8","3.8","4.1","10.6","11.5","48.4","36.8","78.8"
"Baylor Bears","80.4","27.6","57.2","8.6","22.1","16.5","22.6","11.4","23.7","35.1","14.7","6.7","3.1","12.0","16.5","48.3","38.9","73.2"
"Western Kentucky Hilltoppers","80.2","29.3","62.9","6.9","20.2","14.8","20.6","10.6","29.3","39.9","13.4","7.6","3.2","13.8","18.4","46.6","34.0","72.0"
"Purdue Fort Wayne Mastodons","80.2","29.0","62.0","9.4","26.2","12.8","18.2","8.4","24.1","32.5","13.6","9.2","3.1","10.4","17.0","46.8","36.1","70.3"
"Arkansas-Pine Bluff Golden Lions","80.1","26.2","58.7","10.9","29.0","16.8","22.0","8.4","26.2","34.5","15.1","5.9","2.2","13.2","18.3","44.6","37.5","76.2"
"Queens University Royals","80.1","28.1","63.5","8.9","26.2","14.9","21.0","11.2","25.7","36.9","13.2","7.0","2.8","11.4","17.4","44.3","34.0","71.0"
"UMass Lowell River Hawks","80.0","28.5","60.1","5.8","17.7","17.2","23.3","11.5","29.3","40.8","12.7","6.9","4.9","13.3","15.1","47.5","32.9","73.6"
"Toledo Rockets","80.0","28.8","60.2","6.5","17.2","16.0","21.3","10.0","23.9","33.9","13.4","7.3","2.0","10.7","15.6","47.8","37.6","75.4"
"McNeese Cowboys","80.0","28.6","58.7","7.6","19.7","15.2","21.9","11.2","24.8","36.0","14.9","10.3","3.4","9.6","17.3","48.7","38.3","69.3"
"Drake Bulldogs","79.9","28.3","59.4","8.6","23.4","14.7","19.5","8.0","26.3","34.3","16.0","6.5","1.6","9.5","16.3","47.7","36.6","75.3"
"Utah State Aggies","79.7","28.5","58.2","6.5","19.4","16.1","22.4","9.5","26.3","35.8","16.3","6.8","4.2","11.0","17.0","49.1","33.3","72.0"
"Troy Trojans","79.6","26.8","60.9","8.6","24.6","17.3","23.5","13.3","25.1","38.4","13.7","10.3","3.3","13.8","19.1","44.1","35.1","73.3"
"Milwaukee Panthers","79.5","28.0","62.8","7.9","24.6","15.6","21.4","13.5","25.5","39.0","14.2","5.9","4.4","12.5","18.1","44.6","32.2","72.7"
"Furman Paladins","79.5","27.6","62.2","9.7","29.9","14.6","20.0","11.2","26.5","37.8","16.2","7.1","2.9","11.8","16.0","44.4","32.4","72.8"
"UNC Wilmington Seahawks","79.4","27.8","60.4","8.3","23.9","15.4","20.3","10.6","23.7","34.4","12.2","6.5","2.4","8.6","17.0","46.1","34.8","76.0"
"Colorado Buffaloes","79.3","28.4","57.3","6.9","17.5","15.8","20.1","9.9","27.0","36.9","16.2","6.0","2.2","12.6","14.9","49.5","39.1","78.4"
"Northern Colorado Bears","79.3","29.4","60.5","7.7","22.1","12.9","17.7","8.1","26.8","34.8","14.6","6.3","2.4","11.2","16.6","48.5","34.8","72.9"
"Grand Canyon Lopes","79.1","26.4","57.4","7.0","20.8","19.3","25.8","11.8","26.4","38.1","12.1","8.3","5.5","12.3","17.9","46.0","33.6","74.9"
"TCU Horned Frogs","79.0","28.4","61.4","6.6","18.6","15.7","21.5","12.7","24.4","37.1","16.9","9.0","3.8","12.9","17.5","46.1","35.4","73.1"
"Gonzaga Bulldogs","86.1","32.1","61.7","7.5","19.9","14.4","20.8","10.4","26.8","37.2","16.2","7.2","3.4","10.7","16.6","52.1","37.9","69.3"
"Toledo Rockets","85.4","30.2","61.1","8.6","21.8","16.4","21.3","10.1","24.0","34.1","14.9","6.8","2.9","9.6","16.1","49.4","39.5","77.0"
"Oral Roberts Golden Eagles","83.3","30.2","63.7","10.7","29.3","12.1","15.7","8.9","27.9","36.8","14.7","6.8","5.4","9.4","12.9","47.4","36.5","77.4"
"Southern Utah Thunderbirds","82.8","28.8","61.8","8.5","24.0","16.8","23.2","10.7","27.9","38.6","13.1","7.2","3.4","13.3","18.4","46.5","35.3","72.5"
"Youngstown State Penguins","81.9","29.9","61.4","8.0","21.9","14.1","18.1","10.3","24.9","35.2","15.3","7.0","2.8","11.0","16.2","48.7","36.5","77.9"
"Arizona Wildcats","81.9","29.2","59.2","8.4","22.3","15.0","21.2","10.2","29.1","39.3","18.9","6.1","3.1","13.4","16.9","49.4","37.8","70.8"
"Alabama Crimson Tide","81.8","27.6","62.5","9.9","29.5","16.6","22.9","13.1","31.6","44.6","15.0","6.1","5.1","13.8","18.8","44.2","33.5","72.5"
"Marshall Thundering Herd","81.8","30.8","66.3","8.3","24.4","11.9","17.1","12.3","26.6","38.9","17.5","9.0","5.3","11.6","16.5","46.5","33.8","69.3"
"Cornell Big Red","81.7","29.1","62.1","10.7","30.4","12.7","17.5","10.4","24.0","34.4","17.5","9.7","2.3","12.4","16.6","47.0","35.3","72.4"
"Xavier Musketeers","80.9","30.0","61.0","7.4","19.0","13.6","19.1","10.3","27.5","37.7","19.1","6.4","3.2","12.4","16.1","49.2","39.0","71.0"
"Furman Paladins","80.9","28.2","59.1","9.4","27.4","15.0","20.2","9.8","25.3","35.1","16.7","6.6","3.2","11.0","16.8","47.7","34.4","74.1"
"New Mexico Lobos","80.9","28.9","60.1","5.6","16.0","17.4","23.5","9.8","27.3","37.1","13.7","6.7","3.9","11.2","16.9","48.1","35.2","73.9"
"UAB Blazers","80.7","28.5","63.1","7.1","19.9","16.6","22.5","13.5","27.4","40.9","14.1","8.1","4.3","12.5","17.0","45.2","35.5","74.1"
"James Madison Dukes","80.5","28.3","61.2","8.0","22.8","16.0","22.7","11.9","26.2","38.1","13.5","9.0","2.6","13.2","17.7","46.2","35.0","70.7"
"UT Martin Skyhawks","80.5","28.6","62.4","7.7","23.4","15.5","21.5","10.5","28.7","39.2","13.6","7.5","3.5","11.9","18.3","45.9","33.1","72.2"
"Charleston Cougars","80.1","27.4","62.9","9.9","30.0","15.4","20.7","13.5","26.8","40.3","13.7","7.4","3.1","11.9","16.9","43.6","33.1","74.4"
"Texas A&M-Corpus Christi Islanders","80.1","27.7","61.5","7.7","21.0","16.9","21.4","12.1","25.2","37.3","15.3","8.5","1.7","12.8","19.0","45.1","36.4","79.2"
"Iowa Hawkeyes","80.1","28.5","62.9","8.0","23.6","15.0","20.3","12.1","24.5","36.6","16.4","6.5","3.4","9.8","14.9","45.3","34.0","73.8"
"Tulane Green Wave","79.9","27.8","60.4","7.8","23.0","16.6","21.4","6.8","26.6","33.5","15.6","8.5","4.2","11.3","16.5","46.0","33.8","77.7"
"Wright State Raiders","79.9","31.2","62.9","6.2","17.4","11.2","15.2","9.2","27.5","36.7","15.0","6.3","3.0","12.7","15.6","49.6","35.7","73.7"
"Memphis Tigers","79.4","28.7","59.9","6.1","17.4","15.9","21.2","10.4","25.5","35.9","15.6","8.6","4.5","13.3","18.2","47.9","35.3","74.7"
"Bryant Bulldogs","79.4","28.3","60.7","8.1","23.8","14.7","20.1","10.6","28.7","39.3","13.4","6.7","3.5","13.4","17.4","46.6","34.0","73.4"
"Marquette Golden Eagles","79.3","29.3","60.4","8.9","25.3","11.7","16.3","8.8","23.0","31.8","17.3","9.2","3.0","10.7","16.2","48.6","35.3","71.8"
"Indiana State Sycamores","79.3","28.0","58.0","9.4","26.6","13.9","18.0","6.9","27.6","34.5","15.8","6.5","1.9","12.1","16.3","48.3","35.5","77.1"
"Miami Hurricanes","79.1","28.6","59.6","7.5","20.4","14.4","18.3","10.4","24.4","34.7","14.5","7.3","3.1","11.1","14.2","48.0","36.8","78.4"
"Missouri Tigers","78.9","28.2","59.8","9.3","25.8","13.2","17.4","8.9","21.4","30.2","16.0","10.2","2.7","11.1","18.0","47.2","36.0","75.8"
"Ohio Bobcats","78.8","28.6","62.5","8.9","24.0","12.6","17.3","12.1","25.5","37.5","12.5","6.7","2.2","11.2","17.8","45.8","37.3","73.0"
"Samford Bulldogs","78.7","26.0","57.3","9.1","25.7","17.7","23.6","10.0","25.6","35.5","11.7","8.1","2.6","12.7","18.7","45.4","35.3","74.7"
"UT Rio Grande Valley Vaqueros","78.7","27.1","57.9","6.9","20.5","17.5","25.1","10.8","27.1","37.8","15.8","4.7","3.3","16.1","20.1","46.9","33.9","69.8"
"Eastern Kentucky Colonels","78.6","29.7","67.2","8.6","25.1","10.7","16.2","13.6","26.4","40.0","14.9","8.0","4.8","12.0","15.8","44.1","34.3","65.9"
"UConn Huskies","78.6","27.7","59.8","9.1","24.9","14.0","18.4","13.0","26.3","39.3","17.5","6.3","4.9","12.9","17.8","46.4","36.3","76.1"
"Milwaukee Panthers","78.2","27.8","60.6","7.9","22.8","14.8","20.0","11.9","27.2","39.1","13.9","6.9","5.5","15.1","17.9","45.8","34.5","74.0"
"Utah State Aggies","78.2","27.1","56.4","9.3","24.0","14.8","19.4","8.6","26.9","35.5","16.7","5.0","3.3","12.2","16.9","47.9","38.7","76.3"
"Tennessee State Tigers","78.1","27.1","60.5","8.8","25.1","15.1","21.7","10.5","25.9","36.4","13.3","5.8","3.3","12.6","20.5","44.9","35.0","69.5"
"Colgate Raiders","78.1","29.8","58.2","8.2","20.3","10.4","15.7","8.0","25.7","33.7","18.2","7.1","2.9","10.2","12.5","51.1","40.3","66.1"
"UMass Lowell River Hawks","78.0","28.4","58.7","6.9","18.2","14.3","19.5","11.9","26.7","38.6","14.3","7.0","4.8","13.7","16.8","48.4","38.1","73.6"
"Texas Longhorns","78.0","28.5","60.2","7.2","20.8","13.8","18.4","9.6","24.4","34.1","16.2","7.9","3.6","11.6","17.4","47.3","34.7","74.8"
"Pepperdine Waves","78.0","29.0","62.3","8.2","22.5","11.9","16.7","9.2","26.5","35.8","15.1","5.4","3.8","14.1","17.7","46.5","36.2","71.0"
"Southeast Missouri State Redhawks","77.9","26.8","61.1","7.9","24.3","16.3","23.1","9.6","25.2","34.8","13.9","7.1","3.1","13.1","21.5","43.9","32.5","70.8"
